-245 -579 0 1
-226 -579 0 1
-207 -579 0 1
-187 -579 0 1
-168 -579 0 1
-149 -579 0 1
-129 -579 1 0
-110 -579 1 0
-91 -579 1 0
-72 -579 1 0
-52 -579 1 0
-33 -579 1 0
-14 -579 1 0
6 -579 1 0
25 -579 1 0
44 -579 1 0
50 -579 1 0
-650 -507 1 0
-650 -507 1 0
-634 -507 1 0
-617 -507 1 0
-600 -507 1 0
-583 -507 1 0
-566 -507 1 0
-549 -507 1 0
-532 -507 1 0
-515 -507 0 1
-498 -507 0 1
-482 -507 0 1
-465 -507 0 1
-448 -507 0 1
-431 -507 0 1
-414 -507 0 1
-397 -507 0 1
-380 -507 0 1
-363 -507 0 1
-346 -507 0 1
-329 -507 0 1
-313 -507 0 1
-296 -507 0 1
-279 -507 0 1
-262 -507 0 1
-245 -507 0 1
-228 -507 0 1
-211 -507 0 1
-194 -507 0 1
-177 -507 0 1
-160 -507 0 1
 -144 -507 0 1
 -127 -507 1 0
 -110 -507 1 0
 -93 -507 1 0
 -76 -507 1 0
 -59 -507 1 0
 -42 -507 1 0
 -25 -507 1 0
 -8 -507 1 0
9 -507 1 0
25 -507 1 0
42 -507 1 0
50 -507 1 0
-650 -510 1 0
-650 -510 1 0
-633 -510 1 0
-616 -510 1 0
-599 -510 1 0
-582 -510 1 0
-565 -510 1 0
-548 -510 1 0
-531 -510 0 1
-514 -510 0 1
-497 -510 0 1
-480 -510 0 1
-463 -510 0 1
-446 -510 0 1
-429 -510 0 1
-412 -510 0 1
-395 -510 0 1
-378 -510 0 1
-361 -510 0 1
-344 -510 0 1
-327 -510 0 1
-310 -510 0 1
-293 -510 0 1
-276 -510 0 1
-259 -510 0 1
-242 -510 0 1
-225 -510 1 0
-208 -510 1 0
-191 -510 1 0
-174 -510 1 0
-157 -510 1 0
-140 -510 1 0
-123 -510 1 0
-106 -510 1 0
-89 -510 1 0
-72 -510 1 0
-55 -510 1 0
-38 -510 1 0
-21 -510 1 0
-4 -510 1 0
13 -510 1 0
30 -510 1 0
47 -510 1 0
50 -510 1 0
-650 -338 1 0
-650 -338 1 0
-639 -338 1 0
-628 -338 1 0
-617 -338 0 1
-605 -338 0 1
-594 -338 0 1
-583 -338 0 1
-572 -338 0 1
-560 -338 0 1
-549 -338 0 1
-538 -338 0 1
-527 -338 0 1
-515 -338 0 1
-504 -338 0 1
-493 -338 0 1
-482 -338 0 1
-470 -338 0 1
-459 -338 0 1
-448 -338 0 1
-436 -338 0 1
-425 -338 0 1
-414 -338 0 1
 -403 -338 0 1
 -391 -338 0 1
 -380 -338 0 1
 -369 -338 0 1
 -358 -338 0 1
 -346 -338 0 1
 -335 -338 0 1
 -324 -338 0 1
 -313 -338 0 1
 -301 -338 0 1
 -290 -338 0 1
 -279 -338 0 1
 -267 -338 0 1
-256 -338 0 1
-245 -338 0 1
-234 -338 0 1
-222 -338 0 1
-211 -338 0 1
-200 -338 0 1
-189 -338 0 1
-177 -338 0 1
-166 -338 0 1
-155 -338 0 1
-144 -338 0 1
-132 -338 0 1
-121 -338 0 1
-110 -338 0 1
-98 -338 0 1
-87 -338 0 1
-76 -338 0 1
-65 -338 1 0
-53 -338 1 0
-42 -338 1 0
-31 -338 1 0
-20 -338 1 0
-8 -338 1 0
3 -338 1 0
14 -338 1 0
25 -338 1 0
37 -338 1 0
48 -338 1 0
50 -338 1 0
-650 -580 1 0
-650 -580 1 0
-631 -580 1 0
-612 -580 1 0
-592 -580 1 0
-573 -580 1 0
-554 -580 1 0
 -534 -580 1 0
 -515 -580 0 1
 -496 -580 0 1
 -476 -580 0 1
 -457 -580 0 1
 -438 -580 0 1
 -418 -580 0 1
 -399 -580 0 1
 -380 -580 0 1
 -360 -580 0 1
 -341 -580 0 1
 -322 -580 0 1
 -302 -580 0 1
 -283 -580 0 1
 -264 -580 0 1
 -244 -580 0 1
 -225 -580 0 1
 -206 -580 0 1
 -186 -580 0 1
 -167 -580 1 0
 -148 -580 1 0
 -128 -580 1 0
-109 -580 1 0
-90 -580 1 0
-70 -580 1 0
-51 -580 1 0
-32 -580 1 0
-12 -580 1 0
7 -580 1 0
26 -580 1 0
46 -580 1 0
50 -580 1 0
-650 -713 1 0
-650 -713 1 0
-627 -713 1 0
-603 -713 1 0
-579 -713 1 0
-555 -713 1 0
-532 -713 1 0
-508 -713 1 0
-484 -713 0 1
-460 -713 0 1
-437 -713 0 1
-413 -713 0 1
-389 -713 0 1
-365 -713 0 1
-342 -713 0 1
-318 -713 0 1
-294 -713 0 1
-270 -713 0 1
-246 -713 0 1
-223 -713 0 1
-199 -713 0 1
-175 -713 0 1
-151 -713 0 1
-128 -713 1 0
-104 -713 1 0
-80 -713 1 0
-56 -713 1 0
-33 -713 1 0
-9 -713 1 0
15 -713 1 0
39 -713 1 0
50 -713 1 0
-650 -516 1 0
-650 -516 1 0
-633 -516 1 0
-616 -516 1 0
-599 -516 1 0
-582 -516 1 0
-564 -516 1 0
-547 -516 1 0
-530 -516 1 0
-513 -516 0 1
-496 -516 0 1
-478 -516 0 1
-461 -516 0 1
-444 -516 0 1
-427 -516 0 1
-410 -516 0 1
-392 -516 0 1
-375 -516 0 1
-358 -516 0 1
-341 -516 0 1
-324 -516 0 1
-306 -516 0 1
-289 -516 0 1
-272 -516 0 1
-255 -516 0 1
-238 -516 1 0
-220 -516 1 0
-203 -516 1 0
-186 -516 1 0
-169 -516 1 0
-152 -516 1 0
-134 -516 1 0
-117 -516 1 0
-100 -516 1 0
-83 -516 1 0
-66 -516 1 0
-48 -516 1 0
-31 -516 1 0
-14 -516 1 0
3 -516 1 0
20 -516 1 0
38 -516 1 0
50 -516 1 0
-650 -574 1 0
-650 -574 1 0
-631 -574 1 0
-612 -574 1 0
-593 -574 0 1
-574 -574 0 1
-555 -574 0 1
-536 -574 0 1
-517 -574 0 1
-497 -574 0 1
-478 -574 0 1
-459 -574 0 1
-440 -574 0 1
-421 -574 0 1
-402 -574 0 1
-383 -574 0 1
-364 -574 0 1
-344 -574 0 1
-325 -574 0 1
-306 -574 0 1
-287 -574 0 1
-268 -574 0 1
-249 -574 0 1
-230 -574 0 1
-210 -574 0 1
-191 -574 0 1
-172 -574 0 1
-153 -574 1 0
-134 -574 1 0
-115 -574 1 0
-96 -574 1 0
-77 -574 1 0
-57 -574 1 0
-38 -574 1 0
-19 -574 1 0
0 -574 1 0
19 -574 1 0
38 -574 1 0
50 -574 1 0
-650 -735 1 0
-650 -735 1 0
-626 -735 1 0
-601 -735 1 0
-577 -735 1 0
-552 -735 1 0
-528 -735 1 0
-503 -735 1 0
-479 -735 0 1
-454 -735 0 1
-430 -735 0 1
-405 -735 0 1
-381 -735 0 1
-356 -735 0 1
-332 -735 0 1
-307 -735 0 1
-283 -735 0 1
-258 -735 0 1
-234 -735 0 1
-209 -735 1 0
-185 -735 1 0
-160 -735 1 0
-136 -735 1 0
-111 -735 1 0
-87 -735 1 0
-62 -735 1 0
-38 -735 1 0
-13 -735 1 0
11 -735 1 0
36 -735 1 0
50 -735 1 0
-650 -408 1 0
-650 -408 1 0
-637 -408 1 0
-623 -408 1 0
-610 -408 1 0
-596 -408 1 0
-582 -408 1 0
-569 -408 1 0
-555 -408 0 1
-542 -408 0 1
-528 -408 0 1
-514 -408 0 1
-501 -408 0 1
-487 -408 0 1
-474 -408 0 1
-460 -408 0 1
-446 -408 0 1
-433 -408 0 1
-419 -408 0 1
-406 -408 0 1
-392 -408 0 1
-378 -408 0 1
-365 -408 0 1
-351 -408 0 1
-338 -408 0 1
-324 -408 0 1
-310 -408 0 1
-297 -408 0 1
-283 -408 0 1
-270 -408 0 1
-256 -408 0 1
-242 -408 0 1
-229 -408 0 1
-215 -408 0 1
-202 -408 0 1
-188 -408 0 1
-174 -408 0 1
-161 -408 0 1
-147 -408 0 1
-134 -408 0 1
-120 -408 0 1
-106 -408 0 1
-93 -408 1 0
-79 -408 1 0
-66 -408 1 0
-52 -408 1 0
-38 -408 1 0
-25 -408 1 0
-11 -408 1 0
2 -408 1 0
16 -408 1 0
30 -408 1 0
43 -408 1 0
50 -408 1 0
-650 -746 1 0
-650 -746 1 0
-626 -746 1 0
-601 -746 1 0
-576 -746 1 0
-551 -746 1 0
-526 -746 1 0
-501 -746 1 0
-476 -746 0 1
-452 -746 0 1
-427 -746 0 1
-402 -746 0 1
-377 -746 0 1
-352 -746 0 1
-327 -746 0 1
-302 -746 0 1
-277 -746 0 1
-253 -746 0 1
-228 -746 0 1
-203 -746 0 1
-178 -746 0 1
-153 -746 0 1
-128 -746 0 1
-103 -746 0 1
-79 -746 0 1
-54 -746 1 0
